Comunidades Autónomas, Provincias y Municipios;Consumo eléctrico;Total
46257 Villanueva de Castellón;Viviendas totales;3.638
46257 Villanueva de Castellón;Viviendas vacías;412
46257 Villanueva de Castellón;Mediana consumo anual;3.001
46257 Villanueva de Castellón;Viviendas con bajo consumo;90
46257 Villanueva de Castellón;Viviendas de uso esporádico;240
46257 Villanueva de Castellón;Viviendas de uso esporádico (entre 251 y 500 kwh);127
46257 Villanueva de Castellón;Viviendas de uso esporádico (entre 501 y 750 kwh);113
46257 Villanueva de Castellón;Viviendas con cosumo entre 751 y 1.000 kwh;122
46257 Villanueva de Castellón;Viviendas con cosumo entre 1.001 y 2.000 kwh;536
46257 Villanueva de Castellón;Viviendas con cosumo entre 2.001 y 3.000 kwh;668
46257 Villanueva de Castellón;Viviendas con cosumo entre 3.001 y 4.000 kwh;590
46257 Villanueva de Castellón;Viviendas con cosumo entre 4.001 y 5.000 kwh;446
46257 Villanueva de Castellón;Viviendas con cosumo entre 5.001 y 6.000 kwh;251
46257 Villanueva de Castellón;Viviendas con cosumo entre 6.001 y 7.000 kwh;115
46257 Villanueva de Castellón;Viviendas con cosumo entre 7.001 y 8.000 kwh;66
46257 Villanueva de Castellón;Viviendas con cosumo entre 8.001 y 9.000 kwh;36
46257 Villanueva de Castellón;Viviendas con cosumo entre 9.001 y 10.000 kwh;23
46257 Villanueva de Castellón;Viviendas con consumo mayor de 10.000 kwh;43
46258 Villar del Arzobispo;Viviendas totales;2.830
46258 Villar del Arzobispo;Viviendas vacías;665
46258 Villar del Arzobispo;Mediana consumo anual;1.953
46258 Villar del Arzobispo;Viviendas con bajo consumo;158
46258 Villar del Arzobispo;Viviendas de uso esporádico;344
46258 Villar del Arzobispo;Viviendas de uso esporádico (entre 251 y 500 kwh);179
46258 Villar del Arzobispo;Viviendas de uso esporádico (entre 501 y 750 kwh);165
46258 Villar del Arzobispo;Viviendas con cosumo entre 751 y 1.000 kwh;144
46258 Villar del Arzobispo;Viviendas con cosumo entre 1.001 y 2.000 kwh;539
46258 Villar del Arzobispo;Viviendas con cosumo entre 2.001 y 3.000 kwh;415
46258 Villar del Arzobispo;Viviendas con cosumo entre 3.001 y 4.000 kwh;237
46258 Villar del Arzobispo;Viviendas con cosumo entre 4.001 y 5.000 kwh;137
46258 Villar del Arzobispo;Viviendas con cosumo entre 5.001 y 6.000 kwh;74
46258 Villar del Arzobispo;Viviendas con cosumo entre 6.001 y 7.000 kwh;53
46258 Villar del Arzobispo;Viviendas con cosumo entre 7.001 y 8.000 kwh;16
46258 Villar del Arzobispo;Viviendas con cosumo entre 8.001 y 9.000 kwh;14
46258 Villar del Arzobispo;Viviendas con cosumo entre 9.001 y 10.000 kwh;11
46258 Villar del Arzobispo;Viviendas con consumo mayor de 10.000 kwh;23
46260 Vinalesa *;Viviendas totales;1.693
46260 Vinalesa *;Viviendas vacías;113
46260 Vinalesa *;Mediana consumo anual;2.663
46260 Vinalesa *;Viviendas con bajo consumo;22
46260 Vinalesa *;Viviendas de uso esporádico;102
46260 Vinalesa *;Viviendas de uso esporádico (entre 251 y 500 kwh);59
46260 Vinalesa *;Viviendas de uso esporádico (entre 501 y 750 kwh);43
46260 Vinalesa *;Viviendas con cosumo entre 751 y 1.000 kwh;55
46260 Vinalesa *;Viviendas con cosumo entre 1.001 y 2.000 kwh;340
46260 Vinalesa *;Viviendas con cosumo entre 2.001 y 3.000 kwh;421
46260 Vinalesa *;Viviendas con cosumo entre 3.001 y 4.000 kwh;325
46260 Vinalesa *;Viviendas con cosumo entre 4.001 y 5.000 kwh;155
46260 Vinalesa *;Viviendas con cosumo entre 5.001 y 6.000 kwh;77
46260 Vinalesa *;Viviendas con cosumo entre 6.001 y 7.000 kwh;41
46260 Vinalesa *;Viviendas con cosumo entre 7.001 y 8.000 kwh;21
46260 Vinalesa *;Viviendas con cosumo entre 8.001 y 9.000 kwh;6
46260 Vinalesa *;Viviendas con cosumo entre 9.001 y 10.000 kwh;5
46260 Vinalesa *;Viviendas con consumo mayor de 10.000 kwh;10
46261 Yátova;Viviendas totales;2.028
46261 Yátova;Viviendas vacías;594
46261 Yátova;Mediana consumo anual;1.976
46261 Yátova;Viviendas con bajo consumo;109
46261 Yátova;Viviendas de uso esporádico;229
46261 Yátova;Viviendas de uso esporádico (entre 251 y 500 kwh);118
46261 Yátova;Viviendas de uso esporádico (entre 501 y 750 kwh);111
46261 Yátova;Viviendas con cosumo entre 751 y 1.000 kwh;120
46261 Yátova;Viviendas con cosumo entre 1.001 y 2.000 kwh;324
46261 Yátova;Viviendas con cosumo entre 2.001 y 3.000 kwh;276
46261 Yátova;Viviendas con cosumo entre 3.001 y 4.000 kwh;186
46261 Yátova;Viviendas con cosumo entre 4.001 y 5.000 kwh;94
46261 Yátova;Viviendas con cosumo entre 5.001 y 6.000 kwh;36
46261 Yátova;Viviendas con cosumo entre 6.001 y 7.000 kwh;25
46261 Yátova;Viviendas con cosumo entre 7.001 y 8.000 kwh;15
46261 Yátova;Viviendas con cosumo entre 8.001 y 9.000 kwh;6
46261 Yátova;Viviendas con cosumo entre 9.001 y 10.000 kwh;5
46261 Yátova;Viviendas con consumo mayor de 10.000 kwh;9
46903 San Antonio de Benagéber;Viviendas totales;3.961
46903 San Antonio de Benagéber;Viviendas vacías;170
46903 San Antonio de Benagéber;Mediana consumo anual;3.143
46903 San Antonio de Benagéber;Viviendas con bajo consumo;66
46903 San Antonio de Benagéber;Viviendas de uso esporádico;179
46903 San Antonio de Benagéber;Viviendas de uso esporádico (entre 251 y 500 kwh);83
46903 San Antonio de Benagéber;Viviendas de uso esporádico (entre 501 y 750 kwh);96
46903 San Antonio de Benagéber;Viviendas con cosumo entre 751 y 1.000 kwh;134
46903 San Antonio de Benagéber;Viviendas con cosumo entre 1.001 y 2.000 kwh;579
46903 San Antonio de Benagéber;Viviendas con cosumo entre 2.001 y 3.000 kwh;845
46903 San Antonio de Benagéber;Viviendas con cosumo entre 3.001 y 4.000 kwh;737
46903 San Antonio de Benagéber;Viviendas con cosumo entre 4.001 y 5.000 kwh;531
46903 San Antonio de Benagéber;Viviendas con cosumo entre 5.001 y 6.000 kwh;291
46903 San Antonio de Benagéber;Viviendas con cosumo entre 6.001 y 7.000 kwh;176
46903 San Antonio de Benagéber;Viviendas con cosumo entre 7.001 y 8.000 kwh;110
46903 San Antonio de Benagéber;Viviendas con cosumo entre 8.001 y 9.000 kwh;50
46903 San Antonio de Benagéber;Viviendas con cosumo entre 9.001 y 10.000 kwh;33
46903 San Antonio de Benagéber;Viviendas con consumo mayor de 10.000 kwh;60
46904 Benicull de Xúquer;Viviendas totales;755
46904 Benicull de Xúquer;Viviendas vacías;103
46904 Benicull de Xúquer;Mediana consumo anual;2.516
46904 Benicull de Xúquer;Viviendas con bajo consumo;26
46904 Benicull de Xúquer;Viviendas de uso esporádico;71
46904 Benicull de Xúquer;Viviendas de uso esporádico (entre 251 y 500 kwh);36
46904 Benicull de Xúquer;Viviendas de uso esporádico (entre 501 y 750 kwh);35
46904 Benicull de Xúquer;Viviendas con cosumo entre 751 y 1.000 kwh;43
46904 Benicull de Xúquer;Viviendas con cosumo entre 1.001 y 2.000 kwh;128
46904 Benicull de Xúquer;Viviendas con cosumo entre 2.001 y 3.000 kwh;123
46904 Benicull de Xúquer;Viviendas con cosumo entre 3.001 y 4.000 kwh;86
46904 Benicull de Xúquer;Viviendas con cosumo entre 4.001 y 5.000 kwh;70
46904 Benicull de Xúquer;Viviendas con cosumo entre 5.001 y 6.000 kwh;46
46904 Benicull de Xúquer;Viviendas con cosumo entre 6.001 y 7.000 kwh;33
46904 Benicull de Xúquer;Viviendas con cosumo entre 7.001 y 8.000 kwh;13
46904 Benicull de Xúquer;Viviendas con cosumo entre 8.001 y 9.000 kwh;4
46904 Benicull de Xúquer;Viviendas con cosumo entre 9.001 y 10.000 kwh;3
46904 Benicull de Xúquer;Viviendas con consumo mayor de 10.000 kwh;6
46999 Resto de Valencia/València;Viviendas totales;36.790
46999 Resto de Valencia/València;Viviendas vacías;8.921
46999 Resto de Valencia/València;Mediana consumo anual;1.724
46999 Resto de Valencia/València;Viviendas con bajo consumo;2.909
46999 Resto de Valencia/València;Viviendas de uso esporádico;5.652
46999 Resto de Valencia/València;Viviendas de uso esporádico (entre 251 y 500 kwh);3.064
46999 Resto de Valencia/València;Viviendas de uso esporádico (entre 501 y 750 kwh);2.588
46999 Resto de Valencia/València;Viviendas con cosumo entre 751 y 1.000 kwh;2.135
46999 Resto de Valencia/València;Viviendas con cosumo entre 1.001 y 2.000 kwh;6.139
46999 Resto de Valencia/València;Viviendas con cosumo entre 2.001 y 3.000 kwh;4.088
46999 Resto de Valencia/València;Viviendas con cosumo entre 3.001 y 4.000 kwh;2.832
46999 Resto de Valencia/València;Viviendas con cosumo entre 4.001 y 5.000 kwh;1.687
46999 Resto de Valencia/València;Viviendas con cosumo entre 5.001 y 6.000 kwh;1.000
46999 Resto de Valencia/València;Viviendas con cosumo entre 6.001 y 7.000 kwh;511
46999 Resto de Valencia/València;Viviendas con cosumo entre 7.001 y 8.000 kwh;263
46999 Resto de Valencia/València;Viviendas con cosumo entre 8.001 y 9.000 kwh;174
46999 Resto de Valencia/València;Viviendas con cosumo entre 9.001 y 10.000 kwh;127
46999 Resto de Valencia/València;Viviendas con consumo mayor de 10.000 kwh;352
11 Extremadura;Viviendas totales;698.505
11 Extremadura;Viviendas vacías;123.000
11 Extremadura;Mediana consumo anual;2.259
11 Extremadura;Viviendas con bajo consumo;37.948
11 Extremadura;Viviendas de uso esporádico;74.247
11 Extremadura;Viviendas de uso esporádico (entre 251 y 500 kwh);40.241
11 Extremadura;Viviendas de uso esporádico (entre 501 y 750 kwh);34.006
11 Extremadura;Viviendas con cosumo entre 751 y 1.000 kwh;32.054
11 Extremadura;Viviendas con cosumo entre 1.001 y 2.000 kwh;129.276
11 Extremadura;Viviendas con cosumo entre 2.001 y 3.000 kwh;119.379
11 Extremadura;Viviendas con cosumo entre 3.001 y 4.000 kwh;80.834
11 Extremadura;Viviendas con cosumo entre 4.001 y 5.000 kwh;45.512
11 Extremadura;Viviendas con cosumo entre 5.001 y 6.000 kwh;23.398
11 Extremadura;Viviendas con cosumo entre 6.001 y 7.000 kwh;12.225
11 Extremadura;Viviendas con cosumo entre 7.001 y 8.000 kwh;6.771
11 Extremadura;Viviendas con cosumo entre 8.001 y 9.000 kwh;3.966
11 Extremadura;Viviendas con cosumo entre 9.001 y 10.000 kwh;2.582
11 Extremadura;Viviendas con consumo mayor de 10.000 kwh;7.313
06 Badajoz;Viviendas totales;398.348
06 Badajoz;Viviendas vacías;61.918
06 Badajoz;Mediana consumo anual;2.401
06 Badajoz;Viviendas con bajo consumo;17.570
06 Badajoz;Viviendas de uso esporádico;38.008
06 Badajoz;Viviendas de uso esporádico (entre 251 y 500 kwh);20.103
06 Badajoz;Viviendas de uso esporádico (entre 501 y 750 kwh);17.905
06 Badajoz;Viviendas con cosumo entre 751 y 1.000 kwh;17.402
06 Badajoz;Viviendas con cosumo entre 1.001 y 2.000 kwh;73.527
06 Badajoz;Viviendas con cosumo entre 2.001 y 3.000 kwh;72.455
06 Badajoz;Viviendas con cosumo entre 3.001 y 4.000 kwh;51.586
06 Badajoz;Viviendas con cosumo entre 4.001 y 5.000 kwh;30.216
06 Badajoz;Viviendas con cosumo entre 5.001 y 6.000 kwh;15.635
06 Badajoz;Viviendas con cosumo entre 6.001 y 7.000 kwh;7.955
06 Badajoz;Viviendas con cosumo entre 7.001 y 8.000 kwh;4.187
06 Badajoz;Viviendas con cosumo entre 8.001 y 9.000 kwh;2.381
06 Badajoz;Viviendas con cosumo entre 9.001 y 10.000 kwh;1.489
06 Badajoz;Viviendas con consumo mayor de 10.000 kwh;4.019
06002 Aceuchal *;Viviendas totales;2.663
06002 Aceuchal *;Viviendas vacías;407
06002 Aceuchal *;Mediana consumo anual;2.816
06002 Aceuchal *;Viviendas con bajo consumo;101
06002 Aceuchal *;Viviendas de uso esporádico;259
06002 Aceuchal *;Viviendas de uso esporádico (entre 251 y 500 kwh);130
06002 Aceuchal *;Viviendas de uso esporádico (entre 501 y 750 kwh);129
06002 Aceuchal *;Viviendas con cosumo entre 751 y 1.000 kwh;114
06002 Aceuchal *;Viviendas con cosumo entre 1.001 y 2.000 kwh;399
06002 Aceuchal *;Viviendas con cosumo entre 2.001 y 3.000 kwh;373
06002 Aceuchal *;Viviendas con cosumo entre 3.001 y 4.000 kwh;351
06002 Aceuchal *;Viviendas con cosumo entre 4.001 y 5.000 kwh;255
06002 Aceuchal *;Viviendas con cosumo entre 5.001 y 6.000 kwh;180
06002 Aceuchal *;Viviendas con cosumo entre 6.001 y 7.000 kwh;92
06002 Aceuchal *;Viviendas con cosumo entre 7.001 y 8.000 kwh;51
06002 Aceuchal *;Viviendas con cosumo entre 8.001 y 9.000 kwh;29
06002 Aceuchal *;Viviendas con cosumo entre 9.001 y 10.000 kwh;15
06002 Aceuchal *;Viviendas con consumo mayor de 10.000 kwh;37
06004 Alange;Viviendas totales;1.205
06004 Alange;Viviendas vacías;288
06004 Alange;Mediana consumo anual;2.487
06004 Alange;Viviendas con bajo consumo;46
06004 Alange;Viviendas de uso esporádico;117
06004 Alange;Viviendas de uso esporádico (entre 251 y 500 kwh);59
06004 Alange;Viviendas de uso esporádico (entre 501 y 750 kwh);58
06004 Alange;Viviendas con cosumo entre 751 y 1.000 kwh;45
06004 Alange;Viviendas con cosumo entre 1.001 y 2.000 kwh;178
06004 Alange;Viviendas con cosumo entre 2.001 y 3.000 kwh;186
06004 Alange;Viviendas con cosumo entre 3.001 y 4.000 kwh;153
06004 Alange;Viviendas con cosumo entre 4.001 y 5.000 kwh;89
06004 Alange;Viviendas con cosumo entre 5.001 y 6.000 kwh;47
06004 Alange;Viviendas con cosumo entre 6.001 y 7.000 kwh;16
06004 Alange;Viviendas con cosumo entre 7.001 y 8.000 kwh;15
06004 Alange;Viviendas con cosumo entre 8.001 y 9.000 kwh;8
06004 Alange;Viviendas con cosumo entre 9.001 y 10.000 kwh;5
06004 Alange;Viviendas con consumo mayor de 10.000 kwh;12
06005 Albuera (La);Viviendas totales;1.072
06005 Albuera (La);Viviendas vacías;131
06005 Albuera (La);Mediana consumo anual;2.429
06005 Albuera (La);Viviendas con bajo consumo;37
06005 Albuera (La);Viviendas de uso esporádico;118
06005 Albuera (La);Viviendas de uso esporádico (entre 251 y 500 kwh);58
06005 Albuera (La);Viviendas de uso esporádico (entre 501 y 750 kwh);60
06005 Albuera (La);Viviendas con cosumo entre 751 y 1.000 kwh;59
06005 Albuera (La);Viviendas con cosumo entre 1.001 y 2.000 kwh;202
06005 Albuera (La);Viviendas con cosumo entre 2.001 y 3.000 kwh;166
06005 Albuera (La);Viviendas con cosumo entre 3.001 y 4.000 kwh;156
06005 Albuera (La);Viviendas con cosumo entre 4.001 y 5.000 kwh;88
06005 Albuera (La);Viviendas con cosumo entre 5.001 y 6.000 kwh;47
06005 Albuera (La);Viviendas con cosumo entre 6.001 y 7.000 kwh;30
06005 Albuera (La);Viviendas con cosumo entre 7.001 y 8.000 kwh;12
06005 Albuera (La);Viviendas con cosumo entre 8.001 y 9.000 kwh;12
06005 Albuera (La);Viviendas con cosumo entre 9.001 y 10.000 kwh;4
06005 Albuera (La);Viviendas con consumo mayor de 10.000 kwh;10
06006 Alburquerque;Viviendas totales;3.608
06006 Alburquerque;Viviendas vacías;845
06006 Alburquerque;Mediana consumo anual;2.056
06006 Alburquerque;Viviendas con bajo consumo;199
06006 Alburquerque;Viviendas de uso esporádico;376
06006 Alburquerque;Viviendas de uso esporádico (entre 251 y 500 kwh);209
06006 Alburquerque;Viviendas de uso esporádico (entre 501 y 750 kwh);167
06006 Alburquerque;Viviendas con cosumo entre 751 y 1.000 kwh;201
06006 Alburquerque;Viviendas con cosumo entre 1.001 y 2.000 kwh;671
06006 Alburquerque;Viviendas con cosumo entre 2.001 y 3.000 kwh;548
06006 Alburquerque;Viviendas con cosumo entre 3.001 y 4.000 kwh;356
06006 Alburquerque;Viviendas con cosumo entre 4.001 y 5.000 kwh;184
06006 Alburquerque;Viviendas con cosumo entre 5.001 y 6.000 kwh;88
06006 Alburquerque;Viviendas con cosumo entre 6.001 y 7.000 kwh;54
06006 Alburquerque;Viviendas con cosumo entre 7.001 y 8.000 kwh;30
06006 Alburquerque;Viviendas con cosumo entre 8.001 y 9.000 kwh;14
06006 Alburquerque;Viviendas con cosumo entre 9.001 y 10.000 kwh;5
06006 Alburquerque;Viviendas con consumo mayor de 10.000 kwh;37
06007 Alconchel;Viviendas totales;1.272
06007 Alconchel;Viviendas vacías;386
06007 Alconchel;Mediana consumo anual;1.951
06007 Alconchel;Viviendas con bajo consumo;57
06007 Alconchel;Viviendas de uso esporádico;132
06007 Alconchel;Viviendas de uso esporádico (entre 251 y 500 kwh);74
06007 Alconchel;Viviendas de uso esporádico (entre 501 y 750 kwh);58
06007 Alconchel;Viviendas con cosumo entre 751 y 1.000 kwh;57
06007 Alconchel;Viviendas con cosumo entre 1.001 y 2.000 kwh;234
06007 Alconchel;Viviendas con cosumo entre 2.001 y 3.000 kwh;196
06007 Alconchel;Viviendas con cosumo entre 3.001 y 4.000 kwh;108
06007 Alconchel;Viviendas con cosumo entre 4.001 y 5.000 kwh;52
06007 Alconchel;Viviendas con cosumo entre 5.001 y 6.000 kwh;24
06007 Alconchel;Viviendas con cosumo entre 6.001 y 7.000 kwh;11
06007 Alconchel;Viviendas con cosumo entre 7.001 y 8.000 kwh;4
06007 Alconchel;Viviendas con cosumo entre 8.001 y 9.000 kwh;3
06007 Alconchel;Viviendas con cosumo entre 9.001 y 10.000 kwh;2
06007 Alconchel;Viviendas con consumo mayor de 10.000 kwh;6
06010 Almendral;Viviendas totales;922
06010 Almendral;Viviendas vacías;237
06010 Almendral;Mediana consumo anual;2.133
06010 Almendral;Viviendas con bajo consumo;43
06010 Almendral;Viviendas de uso esporádico;116
06010 Almendral;Viviendas de uso esporádico (entre 251 y 500 kwh);61
06010 Almendral;Viviendas de uso esporádico (entre 501 y 750 kwh);55
06010 Almendral;Viviendas con cosumo entre 751 y 1.000 kwh;48
06010 Almendral;Viviendas con cosumo entre 1.001 y 2.000 kwh;143
06010 Almendral;Viviendas con cosumo entre 2.001 y 3.000 kwh;136
06010 Almendral;Viviendas con cosumo entre 3.001 y 4.000 kwh;86
06010 Almendral;Viviendas con cosumo entre 4.001 y 5.000 kwh;46
06010 Almendral;Viviendas con cosumo entre 5.001 y 6.000 kwh;22
06010 Almendral;Viviendas con cosumo entre 6.001 y 7.000 kwh;17
06010 Almendral;Viviendas con cosumo entre 7.001 y 8.000 kwh;5
06010 Almendral;Viviendas con cosumo entre 8.001 y 9.000 kwh;6
06010 Almendral;Viviendas con cosumo entre 9.001 y 10.000 kwh;9
06010 Almendral;Viviendas con consumo mayor de 10.000 kwh;8
06011 Almendralejo *;Viviendas totales;17.292
06011 Almendralejo *;Viviendas vacías;1.487
06011 Almendralejo *;Mediana consumo anual;2.553
06011 Almendralejo *;Viviendas con bajo consumo;482
06011 Almendralejo *;Viviendas de uso esporádico;1.442
06011 Almendralejo *;Viviendas de uso esporádico (entre 251 y 500 kwh);705
06011 Almendralejo *;Viviendas de uso esporádico (entre 501 y 750 kwh);737
06011 Almendralejo *;Viviendas con cosumo entre 751 y 1.000 kwh;718
06011 Almendralejo *;Viviendas con cosumo entre 1.001 y 2.000 kwh;3.398
06011 Almendralejo *;Viviendas con cosumo entre 2.001 y 3.000 kwh;3.714
06011 Almendralejo *;Viviendas con cosumo entre 3.001 y 4.000 kwh;2.737
06011 Almendralejo *;Viviendas con cosumo entre 4.001 y 5.000 kwh;1.614
06011 Almendralejo *;Viviendas con cosumo entre 5.001 y 6.000 kwh;810
06011 Almendralejo *;Viviendas con cosumo entre 6.001 y 7.000 kwh;369
06011 Almendralejo *;Viviendas con cosumo entre 7.001 y 8.000 kwh;184
06011 Almendralejo *;Viviendas con cosumo entre 8.001 y 9.000 kwh;106
06011 Almendralejo *;Viviendas con cosumo entre 9.001 y 10.000 kwh;59
06011 Almendralejo *;Viviendas con consumo mayor de 10.000 kwh;172
06012 Arroyo de San Serván *;Viviendas totales;1.867
06012 Arroyo de San Serván *;Viviendas vacías;239
06012 Arroyo de San Serván *;Mediana consumo anual;2.901
06012 Arroyo de San Serván *;Viviendas con bajo consumo;69
06012 Arroyo de San Serván *;Viviendas de uso esporádico;145
06012 Arroyo de San Serván *;Viviendas de uso esporádico (entre 251 y 500 kwh);81
06012 Arroyo de San Serván *;Viviendas de uso esporádico (entre 501 y 750 kwh);64
06012 Arroyo de San Serván *;Viviendas con cosumo entre 751 y 1.000 kwh;61
06012 Arroyo de San Serván *;Viviendas con cosumo entre 1.001 y 2.000 kwh;268
06012 Arroyo de San Serván *;Viviendas con cosumo entre 2.001 y 3.000 kwh;337
06012 Arroyo de San Serván *;Viviendas con cosumo entre 3.001 y 4.000 kwh;291
06012 Arroyo de San Serván *;Viviendas con cosumo entre 4.001 y 5.000 kwh;215
06012 Arroyo de San Serván *;Viviendas con cosumo entre 5.001 y 6.000 kwh;109
06012 Arroyo de San Serván *;Viviendas con cosumo entre 6.001 y 7.000 kwh;49
06012 Arroyo de San Serván *;Viviendas con cosumo entre 7.001 y 8.000 kwh;50
06012 Arroyo de San Serván *;Viviendas con cosumo entre 8.001 y 9.000 kwh;12
06012 Arroyo de San Serván *;Viviendas con cosumo entre 9.001 y 10.000 kwh;9
06012 Arroyo de San Serván *;Viviendas con consumo mayor de 10.000 kwh;13
